ActivityStartDate,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,StatisticalBaseCode,MonitoringLocationIdentifier,LongitudeMeasure,LatitudeMeasure
2012-03-09,Phosphorus,Dissolved,0.012,mg/l as P,,USGS-02203655,-84.21293,33.40441
2012-03-09,Orthophosphate,Dissolved,0.006,mg/l as P,,USGS-02203655,-84.21293,33.40441
2012-03-09,"Hardness, Ca, Mg",,44.4,mg/l CaCO3,,USGS-02203655,-84.21293,33.40441
2012-03-09,"Hardness, non-carbonate",Dissolved,14,mg/l CaCO3,,USGS-02203655,-84.21293,33.40441
2012-03-09,Calcium,Dissolved,11.6,mg/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Magnesium,Dissolved,3.73,mg/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Lead,Dissolved,0.618,ug/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Sodium,Dissolved,6.99,mg/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.46,,,USGS-02203655,-84.21293,33.40441
2012-03-09,"Sodium, percent total cations",,24,%,,USGS-02203655,-84.21293,33.40441
2012-03-09,Potassium,Dissolved,2.48,mg/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Chloride,Dissolved,9.05,mg/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Sulfate,Dissolved,16.0,mg/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Silica,Dissolved,10.8,mg/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Cadmium,Dissolved,0.091,ug/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Chromium,Dissolved,0.37,ug/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Copper,Dissolved,4.1,ug/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Iron,Dissolved,386,ug/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Manganese,Dissolved,144,ug/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Nickel,Dissolved,1.6,ug/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Zinc,Dissolved,41.4,ug/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Aluminum,Dissolved,150,ug/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Alkalinity,Dissolved,30.3,mg/l CaCO3,,USGS-02203655,-84.21293,33.40441
2012-03-09,Turbidity,Total,37,FNU,,USGS-02203655,-84.21293,33.40441
2012-03-09,Total dissolved solids,Dissolved,83,mg/l,,USGS-02203655,-84.21293,33.40441
2012-03-09,Total dissolved solids,Dissolved,0.11,tons/ac ft,,USGS-02203655,-84.21293,33.40441
2012-03-09,Suspended Sediment Concentration (SSC),Suspended,98,%,,USGS-02203655,-84.21293,33.40441
2012-03-09,Nitrate,Dissolved,3.25,mg/l asNO3,,USGS-02203655,-84.21293,33.40441
2012-03-09,Nitrite,Dissolved,0.036,mg/l asNO2,,USGS-02203655,-84.21293,33.40441
2012-03-09,Suspended Sediment Concentration (SSC),Suspended,41,mg/l,,USGS-02203655,-84.21293,33.40441
2013-08-08,"Temperature, water",,24.2,deg C,,USGS-02203655,-84.21293,33.40441
2013-08-08,"Temperature, air",,25.2,deg C,,USGS-02203655,-84.21293,33.40441
2013-08-08,Barometric pressure,,746,mm/Hg,,USGS-02203655,-84.21293,33.40441
2013-08-08,Number of sampling points,,1,count,,USGS-02203655,-84.21293,33.40441
2013-08-08,"Height, gage",,3.35,ft,,USGS-02203655,-84.21293,33.40441
2013-08-08,Specific conductance,Total,101,uS/cm @25C,,USGS-02203655,-84.21293,33.40441
2013-08-08,"Acidity, (H+)",Total,0.00018,mg/l,,USGS-02203655,-84.21293,33.40441
2013-08-08,Oxygen,Dissolved,6.9,mg/l,,USGS-02203655,-84.21293,33.40441
2013-08-08,Oxygen,Dissolved,84,% saturatn,,USGS-02203655,-84.21293,33.40441
2013-08-08,pH,Total,6.8,std units,,USGS-02203655,-84.21293,33.40441
2013-08-08,"Height, gage",,1.02,m,,USGS-02203655,-84.21293,33.40441
2013-08-08,Fecal Coliform,,13000,cfu/100ml,,USGS-02203655,-84.21293,33.40441
2013-08-08,Escherichia coli,,7500,MPN/100 ml,,USGS-02203655,-84.21293,33.40441
2013-08-08,Total Coliform,Total,210000,MPN/100 ml,,USGS-02203655,-84.21293,33.40441
2013-08-08,Turbidity,Total,24,FNU,,USGS-02203655,-84.21293,33.40441
2013-07-03,"Temperature, water",,23.3,deg C,,USGS-02203655,-84.21293,33.40441
2013-07-03,"Temperature, air",,24.7,deg C,,USGS-02203655,-84.21293,33.40441
2013-07-03,Barometric pressure,,743,mm/Hg,,USGS-02203655,-84.21293,33.40441
2013-07-03,Number of sampling points,,1,count,,USGS-02203655,-84.21293,33.40441
2013-07-03,"Height, gage",,2.87,ft,,USGS-02203655,-84.21293,33.40441
2013-07-03,Specific conductance,Total,188,uS/cm @25C,,USGS-02203655,-84.21293,33.40441
2013-07-03,"Acidity, (H+)",Total,0.00012,mg/l,,USGS-02203655,-84.21293,33.40441
2013-07-03,Oxygen,Dissolved,6.9,mg/l,,USGS-02203655,-84.21293,33.40441
2013-07-03,Oxygen,Dissolved,83,% saturatn,,USGS-02203655,-84.21293,33.40441
2013-07-03,pH,Total,6.9,std units,,USGS-02203655,-84.21293,33.40441
2013-07-03,"Height, gage",,0.87,m,,USGS-02203655,-84.21293,33.40441
2013-07-03,Fecal Coliform,,440,cfu/100ml,,USGS-02203655,-84.21293,33.40441
2013-07-03,Escherichia coli,,290,MPN/100 ml,,USGS-02203655,-84.21293,33.40441
2013-07-03,Total Coliform,Total,25000,MPN/100 ml,,USGS-02203655,-84.21293,33.40441
2013-07-03,Turbidity,Total,5.6,FNU,,USGS-02203655,-84.21293,33.40441
2014-02-18,"Stream flow, instantaneous",,19,ft3/s,,USGS-02203655,-84.21293,33.40441
2014-02-18,Number of sampling points,,1,count,,USGS-02203655,-84.21293,33.40441
2014-02-18,"Height, gage",,3.04,ft,,USGS-02203655,-84.21293,33.40441
2014-02-18,Specific conductance,Total,207,uS/cm @25C,,USGS-02203655,-84.21293,33.40441
2014-02-18,"Acidity, (H+)",Total,0.00007,mg/l,,USGS-02203655,-84.21293,33.40441
2014-02-18,Barometric pressure,,744,mm/Hg,,USGS-02203655,-84.21293,33.40441
2014-02-18,Stream width measure,,20.0,ft,,USGS-02203655,-84.21293,33.40441
2014-02-18,"Temperature, water",,9.2,deg C,,USGS-02203655,-84.21293,33.40441
2014-02-18,"Temperature, air",,15.0,deg C,,USGS-02203655,-84.21293,33.40441
2014-02-18,Oxygen,Dissolved,9.8,mg/l,,USGS-02203655,-84.21293,33.40441
2014-02-18,Oxygen,Dissolved,87,% saturatn,,USGS-02203655,-84.21293,33.40441
2014-02-18,pH,Total,7.2,std units,,USGS-02203655,-84.21293,33.40441
2014-02-18,"Height, gage",,0.93,m,,USGS-02203655,-84.21293,33.40441
2014-02-18,"Stream flow, instantaneous",,0.53,m3/sec,,USGS-02203655,-84.21293,33.40441
2014-02-18,Fecal Coliform,,200,cfu/100ml,,USGS-02203655,-84.21293,33.40441
2014-02-18,Escherichia coli,,120,MPN/100 ml,,USGS-02203655,-84.21293,33.40441
2014-02-18,Total Coliform,Total,2000,MPN/100 ml,,USGS-02203655,-84.21293,33.40441
2014-02-18,Turbidity,Total,3.9,FNU,,USGS-02203655,-84.21293,33.40441
2013-06-26,Total Coliform,Total,250000,MPN/100 ml,,USGS-02203655,-84.21293,33.40441
2013-06-26,Turbidity,Total,50,FNU,,USGS-02203655,-84.21293,33.40441
2013-06-26,Escherichia coli,,8000,MPN/100 ml,,USGS-02203655,-84.21293,33.40441
2013-06-26,"Temperature, water",,22.9,deg C,,USGS-02203655,-84.21293,33.40441
2013-06-26,"Temperature, air",,26.1,deg C,,USGS-02203655,-84.21293,33.40441
2013-06-26,Barometric pressure,,743,mm/Hg,,USGS-02203655,-84.21293,33.40441
2013-06-26,Number of sampling points,,1,count,,USGS-02203655,-84.21293,33.40441
2013-06-26,"Height, gage",,3.63,ft,,USGS-02203655,-84.21293,33.40441
2013-06-26,Specific conductance,Total,210,uS/cm @25C,,USGS-02203655,-84.21293,33.40441
2013-06-26,"Acidity, (H+)",Total,0.00008,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-26,Oxygen,Dissolved,7.2,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-26,Oxygen,Dissolved,85,% saturatn,,USGS-02203655,-84.21293,33.40441
2013-06-26,pH,Total,7.1,std units,,USGS-02203655,-84.21293,33.40441
2013-06-26,"Height, gage",,1.11,m,,USGS-02203655,-84.21293,33.40441
2013-06-26,Fecal Coliform,,12000,cfu/100ml,,USGS-02203655,-84.21293,33.40441
2010-06-29,Number of sampling points,,1,count,,USGS-02203655,-84.21293,33.40441
2010-06-29,Specific conductance,Total,55,uS/cm @25C,,USGS-02203655,-84.21293,33.40441
2010-06-29,"Acidity, (H+)",Total,0.00011,mg/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,pH,Total,7.0,std units,,USGS-02203655,-84.21293,33.40441
2010-06-29,Carbon dioxide,Total,2.6,mg/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,2.0,mg/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,1.2,mg/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Nitrite,Dissolved,0.017,mg/l as N,,USGS-02203655,-84.21293,33.40441
2010-06-29,Nitrate,Dissolved,0.628,mg/l as N,,USGS-02203655,-84.21293,33.40441
2010-06-29,Kjeldahl nitrogen,Dissolved,0.53,mg/l as N,,USGS-02203655,-84.21293,33.40441
2010-06-29,Kjeldahl nitrogen,Total,1.3,mg/l as N,,USGS-02203655,-84.21293,33.40441
2010-06-29,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.65,mg/l as N,,USGS-02203655,-84.21293,33.40441
2010-06-29,Orthophosphate,Dissolved,0.025,mg/l asPO4,,USGS-02203655,-84.21293,33.40441
2010-06-29,Phosphorus,Total,0.318,mg/l as P,,USGS-02203655,-84.21293,33.40441
2010-06-29,Phosphorus,Dissolved,0.025,mg/l as P,,USGS-02203655,-84.21293,33.40441
2010-06-29,Orthophosphate,Dissolved,0.008,mg/l as P,,USGS-02203655,-84.21293,33.40441
2010-06-29,"Hardness, Ca, Mg",,15.9,mg/l CaCO3,,USGS-02203655,-84.21293,33.40441
2010-06-29,"Hardness, non-carbonate",Dissolved,3,mg/l CaCO3,,USGS-02203655,-84.21293,33.40441
2010-06-29,Copper,Dissolved,5.0,ug/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Calcium,Dissolved,4.17,mg/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Magnesium,Dissolved,1.33,mg/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Sodium,Dissolved,2.02,mg/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.22,,,USGS-02203655,-84.21293,33.40441
2010-06-29,"Sodium, percent total cations",,19,%,,USGS-02203655,-84.21293,33.40441
2010-06-29,Potassium,Dissolved,2.53,mg/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Chloride,Dissolved,2.25,mg/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Sulfate,Dissolved,6.19,mg/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Silica,Dissolved,5.27,mg/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Cadmium,Dissolved,0.025,ug/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Chromium,Dissolved,0.58,ug/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Iron,Dissolved,244,ug/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Lead,Dissolved,0.523,ug/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Manganese,Dissolved,117,ug/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Nickel,Dissolved,1.5,ug/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Zinc,Dissolved,8.7,ug/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Aluminum,Dissolved,263,ug/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Alkalinity,Dissolved,12.9,mg/l CaCO3,,USGS-02203655,-84.21293,33.40441
2010-06-29,Escherichia coli,,13000,MPN/100 ml,,USGS-02203655,-84.21293,33.40441
2010-06-29,"Stream flow, max, storm event",,742,ft3/s,Maximum,USGS-02203655,-84.21293,33.40441
2010-06-29,Turbidity,Total,340,FNU,,USGS-02203655,-84.21293,33.40441
2010-06-29,Total dissolved solids,Dissolved,35,mg/l,,USGS-02203655,-84.21293,33.40441
2010-06-29,Total dissolved solids,Dissolved,0.05,tons/ac ft,,USGS-02203655,-84.21293,33.40441
2010-06-29,Suspended Sediment Concentration (SSC),Suspended,96,%,,USGS-02203655,-84.21293,33.40441
2010-06-29,Nitrate,Dissolved,2.78,mg/l asNO3,,USGS-02203655,-84.21293,33.40441
2010-06-29,Nitrite,Dissolved,0.057,mg/l asNO2,,USGS-02203655,-84.21293,33.40441
2010-06-29,"Stream flow, mean, storm event",,358,ft3/s,Mean,USGS-02203655,-84.21293,33.40441
2010-06-29,Suspended Sediment Concentration (SSC),Suspended,384,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Number of sampling points,,1,count,,USGS-02203655,-84.21293,33.40441
2013-06-05,Specific conductance,Total,52,uS/cm @25C,,USGS-02203655,-84.21293,33.40441
2013-06-05,"Acidity, (H+)",Total,0.00028,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,pH,Total,6.5,std units,,USGS-02203655,-84.21293,33.40441
2013-06-05,Carbon dioxide,Total,7.5,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,2.7,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.76,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Nitrite,Dissolved,0.010,mg/l as N,,USGS-02203655,-84.21293,33.40441
2013-06-05,Nitrate,Dissolved,0.336,mg/l as N,,USGS-02203655,-84.21293,33.40441
2013-06-05,Kjeldahl nitrogen,Dissolved,0.41,mg/l as N,,USGS-02203655,-84.21293,33.40441
2013-06-05,Kjeldahl nitrogen,Total,2.4,mg/l as N,,USGS-02203655,-84.21293,33.40441
2013-06-05,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.346,mg/l as N,,USGS-02203655,-84.21293,33.40441
2013-06-05,Orthophosphate,Dissolved,0.046,mg/l asPO4,,USGS-02203655,-84.21293,33.40441
2013-06-05,Phosphorus,Total,0.843,mg/l as P,,USGS-02203655,-84.21293,33.40441
2013-06-05,Phosphorus,Dissolved,0.027,mg/l as P,,USGS-02203655,-84.21293,33.40441
2013-06-05,Orthophosphate,Dissolved,0.015,mg/l as P,,USGS-02203655,-84.21293,33.40441
2013-06-05,"Hardness, Ca, Mg",,16.0,mg/l CaCO3,,USGS-02203655,-84.21293,33.40441
2013-06-05,"Hardness, non-carbonate",Dissolved,2,mg/l CaCO3,,USGS-02203655,-84.21293,33.40441
2013-06-05,Calcium,Dissolved,4.66,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Magnesium,Dissolved,1.06,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Sodium,Dissolved,1.83,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.20,,,USGS-02203655,-84.21293,33.40441
2013-06-05,"Sodium, percent total cations",,17,%,,USGS-02203655,-84.21293,33.40441
2013-06-05,Potassium,Dissolved,3.03,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Chloride,Dissolved,2.10,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Sulfate,Dissolved,5.57,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Silica,Dissolved,3.16,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Cadmium,Dissolved,0.032,ug/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Chromium,Dissolved,0.36,ug/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Copper,Dissolved,4.8,ug/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Iron,Dissolved,184,ug/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Lead,Dissolved,1.46,ug/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Manganese,Dissolved,37.4,ug/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Nickel,Dissolved,0.85,ug/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Zinc,Dissolved,15.3,ug/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Aluminum,Dissolved,233,ug/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Alkalinity,Dissolved,13.6,mg/l CaCO3,,USGS-02203655,-84.21293,33.40441
2013-06-05,Escherichia coli,,37000,MPN/100 ml,,USGS-02203655,-84.21293,33.40441
2013-06-05,Turbidity,Total,270,FNU,,USGS-02203655,-84.21293,33.40441
2013-06-05,Total dissolved solids,Dissolved,32,mg/l,,USGS-02203655,-84.21293,33.40441
2013-06-05,Total dissolved solids,Dissolved,0.04,tons/ac ft,,USGS-02203655,-84.21293,33.40441
2013-06-05,Suspended Sediment Concentration (SSC),Suspended,84,%,,USGS-02203655,-84.21293,33.40441
2013-06-05,Nitrate,Dissolved,1.49,mg/l asNO3,,USGS-02203655,-84.21293,33.40441
2013-06-05,Nitrite,Dissolved,0.034,mg/l asNO2,,USGS-02203655,-84.21293,33.40441
2013-06-05,Suspended Sediment Concentration (SSC),Suspended,496,mg/l,,USGS-02203655,-84.21293,33.40441
2016-02-09,Stream width measure,,25.0,ft,,USGS-02203655,-84.21293,33.40441
2016-02-09,"Temperature, water",,7.0,deg C,,USGS-02203655,-84.21293,33.40441
2016-02-09,"Temperature, air",,2.0,deg C,,USGS-02203655,-84.21293,33.40441
2016-02-09,Barometric pressure,,737,mm/Hg,,USGS-02203655,-84.21293,33.40441
2016-02-09,"Stream flow, instantaneous",,27,ft3/s,,USGS-02203655,-84.21293,33.40441
2016-02-09,Number of sampling points,,1,count,,USGS-02203655,-84.21293,33.40441
2016-02-09,"Height, gage",,3.26,ft,,USGS-02203655,-84.21293,33.40441
2016-02-09,Specific conductance,Total,172,uS/cm @25C,,USGS-02203655,-84.21293,33.40441
2016-02-09,"Acidity, (H+)",Total,0.00006,mg/l,,USGS-02203655,-84.21293,33.40441
2016-02-09,Oxygen,Dissolved,10.8,mg/l,,USGS-02203655,-84.21293,33.40441
2016-02-09,Oxygen,Dissolved,92,% saturatn,,USGS-02203655,-84.21293,33.40441
2016-02-09,pH,Total,7.2,std units,,USGS-02203655,-84.21293,33.40441
2016-02-09,"Height, gage",,0.99,m,,USGS-02203655,-84.21293,33.40441
2016-02-09,"Stream flow, instantaneous",,0.76,m3/sec,,USGS-02203655,-84.21293,33.40441
2016-02-09,Fecal Coliform,,1000,cfu/100ml,,USGS-02203655,-84.21293,33.40441
2016-02-09,Escherichia coli,,840,MPN/100 ml,,USGS-02203655,-84.21293,33.40441
