ActivityStartDate,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,StatisticalBaseCode,MonitoringLocationIdentifier,LongitudeMeasure,LatitudeMeasure
2016-02-16,pH,Total,7.3,std units,,USGS-02336360,-84.2244,33.5209
2016-02-16,"Height, gage",,0.48,m,,USGS-02336360,-84.2244,33.5209
2016-02-16,Stream flow,,2.2,m3/sec,Mean,USGS-02336360,-84.2244,33.5209
2016-02-16,Fecal Coliform,,920,cfu/100ml,,USGS-02336360,-84.2244,33.5209
2016-02-16,Escherichia coli,,1600,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2016-02-16,Total Coliform,Total,19000,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2016-02-16,Turbidity,Total,34,FNU,,USGS-02336360,-84.2244,33.5209
2016-02-16,Suspended Sediment Concentration (SSC),Suspended,26,mg/l,,USGS-02336360,-84.2244,33.5209
2016-02-16,Specific conductance,Total,83,uS/cm @25C,,USGS-02336360,-84.2244,33.5209
2013-09-22,"Temperature, water",,22.4,deg C,,USGS-02336360,-84.2244,33.5209
2013-09-22,"Temperature, air",,24.9,deg C,,USGS-02336360,-84.2244,33.5209
2013-09-22,Barometric pressure,,739,mm/Hg,,USGS-02336360,-84.2244,33.5209
2013-09-22,Number of sampling points,,1,count,,USGS-02336360,-84.2244,33.5209
2013-09-22,"Height, gage",,1.16,ft,,USGS-02336360,-84.2244,33.5209
2013-09-22,Specific conductance,Total,79,uS/cm @25C,,USGS-02336360,-84.2244,33.5209
2013-09-22,"Acidity, (H+)",Total,0.00007,mg/l,,USGS-02336360,-84.2244,33.5209
2013-09-22,Oxygen,Dissolved,8.0,mg/l,,USGS-02336360,-84.2244,33.5209
2013-09-22,Oxygen,Dissolved,95,% saturatn,,USGS-02336360,-84.2244,33.5209
2013-09-22,pH,Total,7.1,std units,,USGS-02336360,-84.2244,33.5209
2013-09-22,"Height, gage",,0.35,m,,USGS-02336360,-84.2244,33.5209
2013-09-22,Fecal Coliform,,2700,cfu/100ml,,USGS-02336360,-84.2244,33.5209
2013-09-22,Escherichia coli,,1600,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2013-09-22,Total Coliform,Total,140000,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2013-09-22,Turbidity,Total,12,FNU,,USGS-02336360,-84.2244,33.5209
2014-06-03,Stream width measure,,40.0,ft,,USGS-02336360,-84.2244,33.5209
2014-06-03,"Temperature, water",,21.4,deg C,,USGS-02336360,-84.2244,33.5209
2014-06-03,"Temperature, air",,23.9,deg C,,USGS-02336360,-84.2244,33.5209
2014-06-03,Barometric pressure,,743,mm/Hg,,USGS-02336360,-84.2244,33.5209
2014-06-03,Stream flow,,11,ft3/s,Mean,USGS-02336360,-84.2244,33.5209
2014-06-03,Number of sampling points,,1,count,,USGS-02336360,-84.2244,33.5209
2014-06-03,"Height, gage",,0.92,ft,,USGS-02336360,-84.2244,33.5209
2014-06-03,Specific conductance,Total,126,uS/cm @25C,,USGS-02336360,-84.2244,33.5209
2014-06-03,"Acidity, (H+)",Total,0.00013,mg/l,,USGS-02336360,-84.2244,33.5209
2014-06-03,Oxygen,Dissolved,7.4,mg/l,,USGS-02336360,-84.2244,33.5209
2014-06-03,Oxygen,Dissolved,86,% saturatn,,USGS-02336360,-84.2244,33.5209
2014-06-03,pH,Total,6.9,std units,,USGS-02336360,-84.2244,33.5209
2014-06-03,"Height, gage",,0.28,m,,USGS-02336360,-84.2244,33.5209
2014-06-03,Stream flow,,0.31,m3/sec,Mean,USGS-02336360,-84.2244,33.5209
2014-06-03,Fecal Coliform,,350,cfu/100ml,,USGS-02336360,-84.2244,33.5209
2014-06-03,Escherichia coli,,240,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2014-06-03,Total Coliform,Total,8200,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2014-06-03,Turbidity,Total,3.2,FNU,,USGS-02336360,-84.2244,33.5209
2010-05-14,Number of sampling points,,1,count,,USGS-02336360,-84.2244,33.5209
2010-05-14,Specific conductance,Total,105,uS/cm @25C,,USGS-02336360,-84.2244,33.5209
2010-05-14,"Acidity, (H+)",Total,0.00004,mg/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,pH,Total,7.4,std units,,USGS-02336360,-84.2244,33.5209
2010-05-14,Carbon dioxide,Total,2.6,mg/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,1.4,mg/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,1.1,mg/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Nitrite,Dissolved,0.057,mg/l as N,,USGS-02336360,-84.2244,33.5209
2010-05-14,Nitrate,Dissolved,0.614,mg/l as N,,USGS-02336360,-84.2244,33.5209
2010-05-14,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.46,,,USGS-02336360,-84.2244,33.5209
2010-05-14,Kjeldahl nitrogen,Dissolved,0.45,mg/l as N,,USGS-02336360,-84.2244,33.5209
2010-05-14,Kjeldahl nitrogen,Total,0.70,mg/l as N,,USGS-02336360,-84.2244,33.5209
2010-05-14,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.67,mg/l as N,,USGS-02336360,-84.2244,33.5209
2010-05-14,Orthophosphate,Dissolved,0.028,mg/l asPO4,,USGS-02336360,-84.2244,33.5209
2010-05-14,Phosphorus,Total,0.096,mg/l as P,,USGS-02336360,-84.2244,33.5209
2010-05-14,Phosphorus,Dissolved,0.012,mg/l as P,,USGS-02336360,-84.2244,33.5209
2010-05-14,Orthophosphate,Dissolved,0.009,mg/l as P,,USGS-02336360,-84.2244,33.5209
2010-05-14,"Hardness, Ca, Mg",,31.1,mg/l CaCO3,,USGS-02336360,-84.2244,33.5209
2010-05-14,Calcium,Dissolved,9.11,mg/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Magnesium,Dissolved,2.04,mg/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Sodium,Dissolved,5.88,mg/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,"Sodium, percent total cations",,27,%,,USGS-02336360,-84.2244,33.5209
2010-05-14,Potassium,Dissolved,2.87,mg/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Chloride,Dissolved,7.00,mg/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Sulfate,Dissolved,6.81,mg/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Silica,Dissolved,11.7,mg/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Chromium,Dissolved,0.14,ug/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Copper,Dissolved,2.1,ug/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Iron,Dissolved,221,ug/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Lead,Dissolved,0.155,ug/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Manganese,Dissolved,62.7,ug/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Nickel,Dissolved,1.4,ug/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Zinc,Dissolved,5.8,ug/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Aluminum,Dissolved,37.5,ug/l,,USGS-02336360,-84.2244,33.5209
2010-05-14,Alkalinity,Dissolved,33.3,mg/l CaCO3,,USGS-02336360,-84.2244,33.5209
2010-05-14,Escherichia coli,,7000,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2010-05-14,Total Coliform,Total,240000,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2010-05-14,"Stream flow, max, storm event",,134,ft3/s,Maximum,USGS-02336360,-84.2244,33.5209
2010-05-14,Turbidity,Total,42,FNU,,USGS-02336360,-84.2244,33.5209
2010-05-14,Suspended Sediment Concentration (SSC),Suspended,80,%,,USGS-02336360,-84.2244,33.5209
2010-05-14,Nitrate,Dissolved,2.72,mg/l asNO3,,USGS-02336360,-84.2244,33.5209
2010-05-14,Nitrite,Dissolved,0.187,mg/l asNO2,,USGS-02336360,-84.2244,33.5209
2010-05-14,"Stream flow, mean, storm event",,39,ft3/s,Mean,USGS-02336360,-84.2244,33.5209
2010-05-14,Suspended Sediment Concentration (SSC),Suspended,47,mg/l,,USGS-02336360,-84.2244,33.5209
2015-08-07,Stream width measure,,20.0,ft,,USGS-02336360,-84.2244,33.5209
2015-08-07,"Temperature, water",,25.1,deg C,,USGS-02336360,-84.2244,33.5209
2015-08-07,"Temperature, air",,25.0,deg C,,USGS-02336360,-84.2244,33.5209
2015-08-07,Barometric pressure,,738,mm/Hg,,USGS-02336360,-84.2244,33.5209
2015-08-07,Stream flow,,12,ft3/s,Mean,USGS-02336360,-84.2244,33.5209
2015-08-07,Number of sampling points,,1,count,,USGS-02336360,-84.2244,33.5209
2015-08-07,"Height, gage",,1.11,ft,,USGS-02336360,-84.2244,33.5209
2015-08-07,Specific conductance,Total,73,uS/cm @25C,,USGS-02336360,-84.2244,33.5209
2015-08-07,"Acidity, (H+)",Total,0.00010,mg/l,,USGS-02336360,-84.2244,33.5209
2015-08-07,Oxygen,Dissolved,6.7,mg/l,,USGS-02336360,-84.2244,33.5209
2015-08-07,Oxygen,Dissolved,83,% saturatn,,USGS-02336360,-84.2244,33.5209
2015-08-07,pH,Total,7.0,std units,,USGS-02336360,-84.2244,33.5209
2015-08-07,"Height, gage",,0.34,m,,USGS-02336360,-84.2244,33.5209
2015-08-07,Stream flow,,0.34,m3/sec,Mean,USGS-02336360,-84.2244,33.5209
2015-08-07,Fecal Coliform,,45000,cfu/100ml,,USGS-02336360,-84.2244,33.5209
2015-08-07,Escherichia coli,,19000,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2015-08-07,Total Coliform,Total,610000,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2015-08-07,Turbidity,Total,16,FNU,,USGS-02336360,-84.2244,33.5209
2013-11-19,Stream width measure,,35.0,ft,,USGS-02336360,-84.2244,33.5209
2013-11-19,"Temperature, water",,11.0,deg C,,USGS-02336360,-84.2244,33.5209
2013-11-19,"Temperature, air",,7.7,deg C,,USGS-02336360,-84.2244,33.5209
2013-11-19,Barometric pressure,,743,mm/Hg,,USGS-02336360,-84.2244,33.5209
2013-11-19,Stream flow,,5.2,ft3/s,Mean,USGS-02336360,-84.2244,33.5209
2013-11-19,Number of sampling points,,1,count,,USGS-02336360,-84.2244,33.5209
2013-11-19,"Height, gage",,0.88,ft,,USGS-02336360,-84.2244,33.5209
2013-11-19,Specific conductance,Total,115,uS/cm @25C,,USGS-02336360,-84.2244,33.5209
2013-11-19,"Acidity, (H+)",Total,0.00004,mg/l,,USGS-02336360,-84.2244,33.5209
2013-11-19,Oxygen,Dissolved,9.0,mg/l,,USGS-02336360,-84.2244,33.5209
2013-11-19,Oxygen,Dissolved,84,% saturatn,,USGS-02336360,-84.2244,33.5209
2013-11-19,pH,Total,7.4,std units,,USGS-02336360,-84.2244,33.5209
2013-11-19,"Height, gage",,0.27,m,,USGS-02336360,-84.2244,33.5209
2013-11-19,Stream flow,,0.15,m3/sec,Mean,USGS-02336360,-84.2244,33.5209
2013-11-19,Fecal Coliform,,110,cfu/100ml,,USGS-02336360,-84.2244,33.5209
2013-11-19,Escherichia coli,,63,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2013-11-19,Total Coliform,Total,3300,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2013-11-19,Turbidity,Total,0.3,FNU,,USGS-02336360,-84.2244,33.5209
2014-06-24,Stream width measure,,30.0,ft,,USGS-02336360,-84.2244,33.5209
2014-06-24,"Temperature, water",,23.2,deg C,,USGS-02336360,-84.2244,33.5209
2014-06-24,"Temperature, air",,25.7,deg C,,USGS-02336360,-84.2244,33.5209
2014-06-24,Barometric pressure,,743,mm/Hg,,USGS-02336360,-84.2244,33.5209
2014-06-24,Stream flow,,8.7,ft3/s,Mean,USGS-02336360,-84.2244,33.5209
2014-06-24,Number of sampling points,,1,count,,USGS-02336360,-84.2244,33.5209
2014-06-24,"Height, gage",,0.87,ft,,USGS-02336360,-84.2244,33.5209
2014-06-24,Specific conductance,Total,124,uS/cm @25C,,USGS-02336360,-84.2244,33.5209
2014-06-24,"Acidity, (H+)",Total,0.00007,mg/l,,USGS-02336360,-84.2244,33.5209
2014-06-24,Oxygen,Dissolved,7.0,mg/l,,USGS-02336360,-84.2244,33.5209
2014-06-24,Oxygen,Dissolved,83,% saturatn,,USGS-02336360,-84.2244,33.5209
2014-06-24,pH,Total,7.2,std units,,USGS-02336360,-84.2244,33.5209
2014-06-24,"Height, gage",,0.27,m,,USGS-02336360,-84.2244,33.5209
2014-06-24,Stream flow,,0.25,m3/sec,Mean,USGS-02336360,-84.2244,33.5209
2014-06-24,Fecal Coliform,,530,cfu/100ml,,USGS-02336360,-84.2244,33.5209
2014-06-24,Escherichia coli,,390,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2014-06-24,Total Coliform,Total,11000,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2014-06-24,Turbidity,Total,1.8,FNU,,USGS-02336360,-84.2244,33.5209
2010-04-08,Kjeldahl nitrogen,Total,3.1,mg/l as N,,USGS-02336360,-84.2244,33.5209
2010-04-08,Number of sampling points,,1,count,,USGS-02336360,-84.2244,33.5209
2010-04-08,Specific conductance,Total,73,uS/cm @25C,,USGS-02336360,-84.2244,33.5209
2010-04-08,"Acidity, (H+)",Total,0.00009,mg/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,pH,Total,7.1,std units,,USGS-02336360,-84.2244,33.5209
2010-04-08,Carbon dioxide,Total,2.2,mg/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,3.6,mg/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,1.1,mg/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Nitrite,Dissolved,0.016,mg/l as N,,USGS-02336360,-84.2244,33.5209
2010-04-08,Nitrate,Dissolved,0.467,mg/l as N,,USGS-02336360,-84.2244,33.5209
2010-04-08,Kjeldahl nitrogen,Dissolved,0.63,mg/l as N,,USGS-02336360,-84.2244,33.5209
2010-04-08,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.48,mg/l as N,,USGS-02336360,-84.2244,33.5209
2010-04-08,Phosphorus,Total,0.599,mg/l as P,,USGS-02336360,-84.2244,33.5209
2010-04-08,Phosphorus,Dissolved,0.019,mg/l as P,,USGS-02336360,-84.2244,33.5209
2010-04-08,"Hardness, Ca, Mg",,20.0,mg/l CaCO3,,USGS-02336360,-84.2244,33.5209
2010-04-08,"Hardness, non-carbonate",Dissolved,7,mg/l CaCO3,,USGS-02336360,-84.2244,33.5209
2010-04-08,Calcium,Dissolved,5.91,mg/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Magnesium,Dissolved,1.26,mg/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Sodium,Dissolved,3.41,mg/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.33,,,USGS-02336360,-84.2244,33.5209
2010-04-08,"Sodium, percent total cations",,24,%,,USGS-02336360,-84.2244,33.5209
2010-04-08,Potassium,Dissolved,2.57,mg/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Chloride,Dissolved,4.35,mg/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Sulfate,Dissolved,5.19,mg/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Silica,Dissolved,6.23,mg/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Chromium,Dissolved,0.22,ug/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Copper,Dissolved,4.6,ug/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Iron,Dissolved,264,ug/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Lead,Dissolved,0.457,ug/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Manganese,Dissolved,62.6,ug/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Nickel,Dissolved,1.3,ug/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Nitrite,Dissolved,0.053,mg/l asNO2,,USGS-02336360,-84.2244,33.5209
2010-04-08,Zinc,Dissolved,12.2,ug/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Aluminum,Dissolved,120,ug/l,,USGS-02336360,-84.2244,33.5209
2010-04-08,Alkalinity,Dissolved,13.0,mg/l CaCO3,,USGS-02336360,-84.2244,33.5209
2010-04-08,Escherichia coli,,12000,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2010-04-08,"Stream flow, max, storm event",,680,ft3/s,Maximum,USGS-02336360,-84.2244,33.5209
2010-04-08,Turbidity,Total,240,FNU,,USGS-02336360,-84.2244,33.5209
2010-04-08,Suspended Sediment Concentration (SSC),Suspended,71,%,,USGS-02336360,-84.2244,33.5209
2010-04-08,Nitrate,Dissolved,2.07,mg/l asNO3,,USGS-02336360,-84.2244,33.5209
2010-04-08,"Stream flow, mean, storm event",,184,ft3/s,Mean,USGS-02336360,-84.2244,33.5209
2010-04-08,Suspended Sediment Concentration (SSC),Suspended,535,mg/l,,USGS-02336360,-84.2244,33.5209
2017-03-08,Stream width measure,,45.0,ft,,USGS-02336360,-84.2244,33.5209
2017-03-08,"Temperature, water",,14.0,deg C,,USGS-02336360,-84.2244,33.5209
2017-03-08,"Temperature, air",,20.0,deg C,,USGS-02336360,-84.2244,33.5209
2017-03-08,Barometric pressure,,747,mm/Hg,,USGS-02336360,-84.2244,33.5209
2017-03-08,Stream flow,,20,ft3/s,Mean,USGS-02336360,-84.2244,33.5209
2017-03-08,Number of sampling points,,1,count,,USGS-02336360,-84.2244,33.5209
2017-03-08,"Height, gage",,0.94,ft,,USGS-02336360,-84.2244,33.5209
2017-03-08,Specific conductance,Total,106,uS/cm @25C,,USGS-02336360,-84.2244,33.5209
2017-03-08,"Acidity, (H+)",Total,0.00016,mg/l,,USGS-02336360,-84.2244,33.5209
2017-03-08,Oxygen,Dissolved,9.7,mg/l,,USGS-02336360,-84.2244,33.5209
2017-03-08,Oxygen,Dissolved,96,% saturatn,,USGS-02336360,-84.2244,33.5209
2017-03-08,pH,Total,6.8,std units,,USGS-02336360,-84.2244,33.5209
2017-03-08,"Height, gage",,0.29,m,,USGS-02336360,-84.2244,33.5209
2017-03-08,Stream flow,,0.57,m3/sec,Mean,USGS-02336360,-84.2244,33.5209
2017-03-08,Fecal Coliform,,2000,cfu/100ml,,USGS-02336360,-84.2244,33.5209
2017-03-08,Escherichia coli,,2000,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2017-03-08,Total Coliform,Total,39000,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2017-03-08,Turbidity,Total,6.7,FNU,,USGS-02336360,-84.2244,33.5209
2015-06-02,Stream width measure,,45.0,ft,,USGS-02336360,-84.2244,33.5209
2015-06-02,"Temperature, water",,21.6,deg C,,USGS-02336360,-84.2244,33.5209
2015-06-02,"Temperature, air",,24.2,deg C,,USGS-02336360,-84.2244,33.5209
2015-06-02,Barometric pressure,,742,mm/Hg,,USGS-02336360,-84.2244,33.5209
2015-06-02,Stream flow,,7.4,ft3/s,Mean,USGS-02336360,-84.2244,33.5209
2015-06-02,Number of sampling points,,1,count,,USGS-02336360,-84.2244,33.5209
2015-06-02,"Height, gage",,0.95,ft,,USGS-02336360,-84.2244,33.5209
2015-06-02,Specific conductance,Total,102,uS/cm @25C,,USGS-02336360,-84.2244,33.5209
2015-06-02,"Acidity, (H+)",Total,0.00009,mg/l,,USGS-02336360,-84.2244,33.5209
2015-06-02,Oxygen,Dissolved,7.8,mg/l,,USGS-02336360,-84.2244,33.5209
2015-06-02,Oxygen,Dissolved,91,% saturatn,,USGS-02336360,-84.2244,33.5209
2015-06-02,pH,Total,7.1,std units,,USGS-02336360,-84.2244,33.5209
2015-06-02,"Height, gage",,0.29,m,,USGS-02336360,-84.2244,33.5209
2015-06-02,Stream flow,,0.21,m3/sec,Mean,USGS-02336360,-84.2244,33.5209
2015-06-02,Fecal Coliform,,1200,cfu/100ml,,USGS-02336360,-84.2244,33.5209
2015-06-02,Escherichia coli,,1200,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2015-06-02,Total Coliform,Total,15000,MPN/100 ml,,USGS-02336360,-84.2244,33.5209
2015-06-02,Turbidity,Total,6.4,FNU,,USGS-02336360,-84.2244,33.5209
2016-08-23,Stream width measure,,40.0,ft,,USGS-02336360,-84.2244,33.5209
2016-08-23,"Temperature, water",,24.1,deg C,,USGS-02336360,-84.2244,33.5209
